4,-5,-14,41,5,-10,4,12,-34,11,9,2,24,42,2,39,17,-8,16,8,-19,40,-1,18,21,16,-45,28,9,5,16,19,-38,24,1,10,146,65,77
-6,65,95,42,-11,-23,10,91,79,21,7,-4,2,25,-38,12,20,8,-1,10,-19,14,-4,-5,15,21,-15,49,-2,1,13,14,-14,35,-17,-6,166,-37,-150
32,23,-42,27,-3,-6,5,23,-14,29,-11,-19,-23,22,-10,52,10,-7,19,-2,-15,43,5,13,17,44,43,42,13,-5,10,63,18,19,21,10,242,-21,106
17,10,-17,28,-3,2,8,19,13,35,9,-1,17,6,-28,70,7,-3,10,9,212,325,12,0,27,5,128,183,-3,15,0,-1,13,29,-13,-21,147,-76,-11
5,12,-21,-4,0,-2,-12,16,-18,22,9,-9,19,61,33,23,5,9,-8,63,14,34,-5,21,-15,31,-25,30,-4,6,-7,-2,9,36,-9,-13,219,-7,14
-36,14,23,23,-16,12,-15,-14,-44,43,-6,9,54,71,-35,25,17,24,10,5,22,26,-10,13,-44,28,-12,17,15,1,9,7,47,53,-5,6,146,65,78
19,61,102,17,4,8,-17,105,87,-2,30,14,22,12,24,6,-4,6,13,7,0,40,-1,-1,-32,27,-24,56,14,15,-28,-1,49,23,20,16,166,-37,-151
28,44,-2,5,24,2,16,7,21,-5,8,-4,0,14,41,36,12,-5,-21,45,-6,60,-2,-2,-35,102,3,41,6,-3,3,70,10,25,-4,20,242,-21,106
-6,5,1,20,-1,16,31,-3,29,13,-13,0,2,5,56,29,11,19,-5,25,215,311,22,12,-40,0,176,122,28,-2,-14,1,43,18,12,18,147,-76,-11
14,29,-17,34,-8,3,24,-5,10,16,-6,25,20,64,21,68,-5,3,4,86,13,9,8,4,1,-9,7,10,6,-14,13,7,24,39,3,-4,219,-7,14
-13,20,-15,40,32,-7,-7,14,11,18,16,4,142,15,16,25,38,21,8,26,-11,37,-15,32,2,26,-8,28,3,2,6,9,1,16,13,9,146,65,77
-18,0,5,56,23,-4,-8,36,26,-2,20,20,5,-1,8,20,-20,22,19,18,8,41,-16,5,12,68,55,17,3,-14,6,66,59,34,24,9,242,-21,106
3,10,11,14,-5,6,-1,30,8,50,11,12,0,-17,36,35,-8,-7,-31,43,213,318,29,14,30,8,153,173,1,-8,38,19,23,61,-14,-12,147,-76,-11
19,13,3,34,-7,-3,18,-20,-3,39,-8,7,28,45,34,50,4,7,11,85,-3,11,28,22,-6,20,-38,21,-4,-23,-28,0,43,25,-7,-6,219,-7,14
5,28,-41,-28,7,26,13,7,-28,14,0,-7,140,48,-17,12,-21,13,129,38,6,27,-4,22,-21,41,-5,20,25,38,-24,26,-24,14,-2,22,146,65,77
-7,84,148,-17,10,1,-29,103,95,48,4,36,18,-2,-14,-11,26,12,-18,5,7,-1,-14,11,33,-9,72,39,17,14,-26,3,-26,30,-4,-4,165,-37,-151
15,-4,16,2,20,14,-35,40,-36,29,-2,17,-11,46,-33,4,8,10,13,-9,37,1,16,5,-4,85,60,-4,-8,-7,-10,69,24,18,8,13,242,-21,106
-60,12,2,38,-9,19,-5,-11,15,19,27,33,-7,0,30,31,14,11,2,45,219,325,-9,2,-33,29,162,107,19,15,23,6,35,44,4,14,147,-76,-11
-27,43,-11,21,-17,2,3,4,27,21,-10,0,19,47,47,32,-9,9,32,57,16,3,-7,13,-29,37,-14,11,8,11,-48,21,-21,-1,15,12,222,-7,33
25,11,-5,0,12,-1,1,27,5,2,24,7,218,37,6,40,1,32,161,0,-26,-2,20,44,10,6,-3,8,4,12,-11,26,17,19,9,6,149,65,57
-5,114,99,-6,2,17,2,105,117,-24,7,14,-8,30,13,30,-5,10,-25,-5,-11,1,14,-13,-29,-20,16,22,18,40,22,6,-4,-7,6,-14,167,-35,-155
-20,25,-6,25,-4,25,13,23,-4,20,13,12,-17,-4,3,17,7,4,-23,9,-4,20,5,-6,-30,43,40,31,38,29,0,57,30,0,12,11,254,-20,111
-12,-16,11,20,9,28,-1,5,1,22,-1,18,-1,23,13,45,-3,5,-19,4,190,290,9,5,-5,-7,151,134,13,29,8,14,12,24,20,19,149,-75,-12
4,7,8,-9,-23,-7,-30,13,25,24,9,1,-9,17,-24,-27,7,18,-6,38,25,13,9,7,-18,48,1,-5,-16,-16,-3,47,11,20,18,-17,230,-6,92
-8,27,-5,2,14,-1,19,6,8,-11,13,13,35,24,20,9,18,16,-5,15,-4,12,-13,21,-23,-10,8,21,6,28,-20,25,27,24,13,19,148,64,56
-9,53,146,20,27,1,-20,109,138,30,1,17,-25,17,12,-7,8,5,-20,21,22,-8,-14,8,-14,19,-55,28,24,9,-28,8,64,26,4,29,167,-36,-155
-4,3,14,-5,6,2,-38,-1,21,26,-16,11,-12,-2,28,41,18,19,17,-6,213,264,-18,25,-6,6,206,100,-13,-2,-35,-1,46,31,-7,-4,149,-75,-13
10,15,-17,-20,-13,10,12,-16,31,6,-1,-3,-20,-4,11,2,2,12,-32,23,-3,24,-4,29,-14,43,22,-1,5,-11,13,32,33,-10,11,11,230,-7,91
17,9,-2,43,15,-8,49,-11,7,23,-20,21,222,4,-17,26,-15,35,150,3,-11,-18,-3,32,20,9,21,10,1,7,14,13,-12,28,-11,25,148,64,56
-27,107,150,-2,-5,5,-17,116,125,8,29,7,-32,8,48,21,5,4,3,-24,-45,2,-16,10,-6,3,-26,9,-20,35,-23,29,0,33,-4,22,167,-35,-154
32,24,-11,-17,11,-4,-14,16,1,31,-6,2,-19,32,-20,3,-4,11,14,-4,24,22,-12,10,23,52,58,-6,5,-5,2,48,59,-12,1,-6,254,-20,111
12,-6,9,-17,-4,15,-11,17,-33,29,-11,10,18,-10,33,-2,8,1,35,-6,41,7,9,26,-31,9,27,10,5,12,11,10,31,3,23,19,230,-7,90
20,28,-18,11,-12,5,25,-9,30,9,31,28,209,39,9,21,2,24,194,-4,14,7,-2,51,30,0,-17,-1,-11,14,11,0,-10,-4,-1,14,149,64,56
10,84,121,3,6,3,7,134,113,5,-23,7,30,16,22,38,11,-2,-17,6,12,15,13,28,14,-7,2,22,8,5,-6,29,-50,25,-25,14,167,-36,-155
0,30,1,25,12,-10,19,38,14,28,-29,11,-6,11,-14,49,-8,0,1,-9,19,-2,23,6,24,44,47,3,-2,11,-9,56,22,16,-16,13,254,-20,111
7,23,10,36,-18,42,-37,6,9,79,6,-7,-18,-2,9,10,16,-1,-5,-15,228,233,31,32,5,-38,184,130,26,15,11,-7,31,-10,31,11,149,-75,-13
1,-15,24,-34,19,-1,-17,28,-2,44,-4,-7,6,-22,26,8,10,-5,6,12,5,16,-23,4,0,34,29,11,1,18,22,15,0,5,-24,-1,233,-7,111
-20,-10,18,5,7,-6,-22,-4,0,14,-13,-13,24,-4,-1,26,2,8,-11,-5,-2,-3,-5,41,5,0,-11,-3,13,7,-12,15,-6,33,-1,-5,152,65,59
-9,95,97,38,-18,-16,-17,129,82,6,-1,-15,-14,3,-5,12,22,-7,-13,46,-15,29,-6,2,18,8,1,34,-9,4,-14,30,12,4,-30,-14,171,-33,-171
-15,18,-24,35,-17,1,-22,-8,-20,13,-8,16,-3,14,-23,-1,-11,-16,-16,4,-22,2,-15,-7,-11,47,48,5,12,-9,-6,30,38,21,-5,1,263,-19,119
2,29,-23,30,-7,-34,1,-1,-12,52,21,-7,3,-7,-23,29,-2,7,28,10,196,228,3,21,7,17,152,77,-4,-6,11,3,-21,16,4,-11,151,-75,-15
9,55,5,1,-7,-12,-15,-17,10,1,-2,-6,26,10,-27,24,4,8,-4,-3,-11,9,-18,14,-22,5,12,22,-26,5,-20,17,-16,23,-1,-16,240,-8,163
33,-11,-10,3,-4,16,-21,-8,22,20,5,1,169,9,-27,46,17,13,122,24,-24,-7,15,30,9,-2,-2,-6,-18,7,-4,-14,-3,-16,-3,-5,152,65,59
12,74,89,25,-24,-3,-10,146,93,6,-3,-10,-15,1,4,7,1,6,-3,11,2,14,-13,36,10,-3,-12,2,4,6,12,18,4,8,-12,-17,171,-34,-171
-19,6,-8,35,-1,-28,-5,3,-14,2,10,5,-29,17,-29,14,22,5,-11,13,-15,14,15,-11,-5,39,21,-10,-6,-12,-26,34,1,3,7,7,263,-19,119
1,-8,-36,24,-18,9,28,-7,-12,5,1,-8,-10,29,-10,49,-1,-7,-8,6,229,246,-16,-13,-18,-3,124,88,1,15,-11,23,11,33,-15,-5,151,-74,-15
-18,44,-12,27,8,-8,16,-13,-25,-2,11,11,15,26,-37,7,-33,0,10,0,-4,-1,7,-22,13,2,-13,33,-10,-5,-50,16,-9,37,-21,5,240,-8,163
-1,12,6,-5,9,-11,18,22,-52,7,5,-27,140,28,-10,-8,3,17,145,17,17,-1,35,20,6,13,-29,10,-24,-23,-16,-4,-33,9,9,-3,152,65,59
3,83,107,23,-10,-14,-14,99,94,-6,12,-5,3,2,0,-5,-9,-1,31,-6,-11,-23,-6,2,24,4,0,10,23,-2,18,-2,-23,5,-26,-13,171,-33,-170
-11,0,-4,5,-19,-4,-26,21,-39,-8,-3,-3,-25,-5,-52,17,6,0,16,3,-7,-6,-8,-7,-16,34,10,18,-1,-10,-13,49,4,13,-17,4,263,-19,120
0,18,17,18,-50,-20,34,-9,23,10,17,-3,6,-8,-16,5,14,-4,32,-5,220,217,14,5,-2,6,129,102,-23,-8,28,-8,32,14,8,-11,151,-75,-15
16,52,21,42,-9,-18,1,-10,-13,-5,23,-3,-6,-17,-13,-6,19,-10,-1,2,-28,2,-23,19,17,-30,-5,-22,-25,-9,10,76,9,19,-18,-19,240,-8,163
9,-10,-49,27,7,0,27,18,-30,0,-35,3,202,26,-6,26,6,6,169,-41,6,-26,21,16,55,-1,27,-13,12,32,32,-3,-24,9,-7,-7,152,65,59
27,-16,-50,26,-31,-4,-41,36,-34,9,-11,-18,-4,2,-5,0,14,-3,-15,-3,-13,30,-18,5,-7,59,34,19,-7,-7,21,55,20,-9,-5,-16,264,-19,119
4,-16,23,39,18,-12,-33,36,8,50,41,-8,6,13,33,-5,24,5,-4,19,225,229,10,8,-32,40,141,107,7,-19,-16,26,18,24,9,-24,151,-74,-15
27,16,-3,-1,29,-2,-22,28,-17,5,4,2,-31,12,-4,-4,-8,-13,5,11,24,3,10,-23,5,-2,24,23,11,-29,1,23,24,14,-2,-11,244,-8,80
-1,-8,14,37,10,4,15,6,-17,14,-11,2,186,12,27,22,8,-6,133,14,4,-1,9,17,-17,-13,4,18,19,-1,14,11,6,-10,-6,7,157,65,64
-2,82,74,-4,13,-12,-11,85,39,-6,14,1,-5,-12,21,-16,-11,-14,13,-9,-5,-20,9,-7,-18,-6,13,14,2,7,-3,-14,0,21,5,5,173,-32,-173
-28,42,-4,6,-13,-19,-39,33,-11,47,-11,-13,-10,22,-24,43,-18,-23,2,7,226,197,1,3,-14,26,140,72,1,-18,-27,9,16,1,5,-36,153,-74,-14
-20,19,28,24,-4,16,29,26,-14,23,-12,2,-27,41,1,-18,3,-6,45,-18,-24,16,-21,-15,-45,-24,-5,-14,13,-17,7,18,-16,6,-18,1,254,-9,-110
-22,9,-42,10,27,-13,24,-5,-5,26,5,0,-16,17,26,3,1,1,45,0,-32,-2,19,7,-37,-4,19,-11,-19,-7,-3,-17,-13,19,-1,-15,157,65,64
20,68,90,3,7,-11,9,103,60,40,4,-26,36,24,-9,44,6,-3,-16,-31,42,-10,-12,-18,20,-10,-21,11,10,6,3,-2,47,7,0,-25,174,-32,-173
6,46,2,9,10,-9,10,8,-22,-18,34,-24,-12,8,2,19,-22,-8,2,-21,-21,-9,12,5,3,26,11,-19,5,-17,8,29,61,41,-8,-9,273,-19,127
22,37,-2,-32,-18,16,-13,15,-3,19,11,-5,-29,-19,-11,10,12,-3,18,22,2,8,-15,10,28,14,-6,4,-28,0,4,-5,-9,-28,-38,-6,255,-9,-110
1,-9,57,16,-9,-24,12,46,-41,-22,-25,-7,153,38,36,4,-26,1,126,30,-8,-12,-22,19,12,23,-62,-25,1,15,21,23,-12,-24,13,3,157,66,65
-1,91,102,-43,-25,-11,27,77,29,3,8,-21,7,20,-7,-9,14,-11,15,24,-8,-12,15,9,-23,-13,3,29,5,2,49,16,-11,-5,-35,-3,174,-32,-175
-42,31,17,24,-21,4,-54,0,14,6,-7,38,7,18,-23,22,28,-5,26,21,12,-12,-31,-11,-22,29,-7,19,8,-14,-26,27,70,1,0,6,273,-18,127
-8,5,3,-6,-15,15,6,5,13,6,-23,1,25,34,18,38,12,-29,-13,-8,179,219,0,37,34,62,170,90,-4,22,36,9,54,13,2,-14,153,-74,-14
37,56,39,5,-24,-23,12,49,-13,27,-7,-31,-8,11,29,26,27,7,-48,-4,-24,-27,-12,11,11,15,-20,-9,-7,1,-33,-7,-37,-5,-32,21,255,-9,-110
-12,41,-11,-18,-4,-1,-35,7,14,22,14,6,173,44,50,-17,-14,17,153,12,-31,12,17,11,15,19,-9,-16,0,-2,29,-1,-41,26,2,-6,157,65,64
-23,117,97,-17,7,-3,-22,134,80,24,-23,-8,-35,24,30,13,-13,-21,-37,-26,25,12,-7,-1,-37,30,17,-12,-6,16,-19,-2,32,-11,-25,-8,176,-31,-178
-7,48,-37,5,18,-19,-23,-19,23,0,-11,-25,33,18,-4,11,20,-10,10,10,-38,-1,13,-9,8,38,39,-14,-15,14,32,26,-2,2,35,0,273,-19,126
-6,-31,-9,-6,-20,0,-21,22,13,42,-12,21,-36,7,18,41,7,19,-39,-8,181,193,20,2,36,1,143,80,-32,-8,-20,4,-2,12,11,-22,153,-74,-14
18,45,-2,1,8,3,-21,61,27,-8,-12,31,-36,31,23,-5,2,0,-19,6,-1,11,2,1,3,0,-22,-17,-26,14,-18,2,40,9,-7,4,258,-9,-88
22,48,-8,-23,5,5,-1,30,18,22,28,31,120,12,36,-2,7,29,66,26,16,-1,-2,39,-3,38,40,5,-4,7,-8,3,0,26,12,21,161,66,43
-31,94,103,21,8,25,0,14,25,-2,17,19,22,20,3,8,1,28,-19,6,37,4,-31,8,31,23,37,26,10,10,0,5,106,34,-8,-8,178,-30,175
8,41,32,2,17,21,16,7,34,25,1,13,13,13,9,-8,-3,2,3,8,42,26,-5,27,-5,14,16,14,15,8,-5,42,35,3,2,16,276,-18,132
-10,-4,45,29,-13,15,-16,4,25,-2,18,12,-1,-5,11,31,-16,16,-10,-3,205,220,3,-3,-8,15,187,81,17,16,2,38,26,7,13,15,154,-72,-16
8,-15,13,16,5,17,0,50,19,6,5,27,-8,73,21,-1,-1,-5,-4,34,18,31,-26,12,-18,20,16,7,14,8,17,16,-28,21,-7,30,268,-8,-31
3,-4,10,2,-7,8,17,23,27,-24,4,9,32,31,16,34,-19,24,27,24,10,27,7,41,15,-2,53,-8,30,4,27,-1,84,7,18,33,161,66,42
16,38,34,-16,-2,8,-18,29,15,15,-19,1,-27,27,9,31,-6,2,-18,32,27,38,2,16,10,50,19,0,21,24,-7,66,28,15,-4,21,278,-18,135
31,-13,50,45,-13,16,-4,14,-2,33,15,28,2,18,16,46,7,39,-13,32,229,186,-6,8,-23,7,207,73,-26,7,-27,11,27,9,15,18,154,-73,-16
-19,27,-16,10,-3,5,-9,8,42,-4,-10,6,-10,75,26,29,11,-5,-44,60,27,-18,21,9,-9,-10,55,26,-26,23,-28,30,44,5,-13,11,268,-9,-31
0,42,-11,3,-22,34,1,13,26,23,-17,29,13,13,56,-5,-24,34,25,-7,3,29,13,28,-19,47,16,6,32,25,-6,22,52,33,6,21,161,67,42
-2,66,47,28,-1,13,-26,43,9,4,8,7,28,9,5,43,14,2,-23,15,49,28,-36,-4,-22,5,53,4,-11,-1,30,50,31,23,18,30,280,-18,138
-31,-4,29,1,-13,22,-34,-3,49,22,-21,-1,4,32,11,13,-44,-9,8,-10,160,198,0,-3,4,-23,137,106,6,-9,15,22,42,14,-15,9,154,-73,-16
41,-33,14,11,-10,-10,33,22,20,5,-12,17,23,12,21,25,1,47,-4,11,29,18,-11,7,-19,-33,13,30,-17,12,2,8,35,29,-2,9,268,-8,-31
45,9,28,-43,0,5,53,-18,14,33,-18,0,145,8,-18,2,21,27,133,-8,-13,29,10,71,21,1,52,37,-24,7,23,-27,38,3,-13,-7,161,67,43
18,113,27,42,-10,21,8,23,35,-18,-35,12,23,-8,-5,1,-1,-1,18,-6,-38,2,17,2,-1,-33,-3,33,5,9,50,12,49,38,7,8,178,-30,175
5,5,34,-1,-12,3,25,-24,-15,29,-12,26,31,-17,-22,22,7,-30,7,7,-3,-8,4,19,5,6,66,18,-22,25,33,38,31,2,5,-5,281,-18,141
4,-11,-3,20,-8,-6,33,1,4,34,0,2,-21,-21,42,66,0,20,17,6,232,208,-11,-4,5,-4,146,74,14,15,13,-41,33,37,-1,4,154,-72,-16
17,9,-15,13,6,25,-10,24,21,34,-7,30,8,23,22,14,13,5,48,34,-7,-4,-29,-13,-1,1,26,11,-19,10,-10,-34,-15,-2,12,0,272,-8,-12
33,24,11,-30,24,8,25,23,10,-20,-8,47,125,23,23,9,-25,27,69,-10,9,-6,-8,14,-19,25,9,21,-1,7,13,6,-7,21,1,1,165,66,45
7,34,25,21,3,5,18,-12,-28,5,-16,17,2,-19,11,0,-32,13,-17,3,-14,12,-16,7,-25,8,13,-1,-37,-1,-27,57,3,2,-16,32,285,-17,146
14,13,-20,10,-7,33,-1,14,55,-7,-9,27,54,-33,20,37,-26,0,-7,-5,198,169,-30,-8,-30,27,158,69,5,3,-10,10,27,-5,-2,18,156,-72,-19
14,-5,-6,-14,-15,16,-14,32,-35,5,-16,-9,-7,3,25,-27,-17,-13,-17,51,18,26,-15,2,-7,15,-15,-8,-16,13,20,-8,11,-11,-2,10,283,-8,36
-19,-16,-1,12,-3,11,57,-19,57,14,-2,25,150,4,42,-8,-32,21,15,32,-11,25,-9,34,24,0,8,16,-33,9,-11,21,-55,32,-15,2,165,67,46
-13,110,68,-33,-16,16,-3,-2,-6,-23,30,18,37,10,-9,-12,-10,10,-9,23,3,-35,13,4,-33,25,11,-22,5,13,1,70,71,18,18,2,183,-29,169
-13,34,4,-13,10,14,-18,4,-39,-17,-3,12,-7,14,-13,2,-5,28,-8,-7,24,-35,-21,18,3,-18,-19,-1,-21,-8,30,23,-21,14,5,4,286,-17,149
-24,2,45,-9,-27,25,35,11,24,-3,-7,11,35,-4,5,16,-10,7,24,43,190,159,-22,17,-1,31,166,30,-33,7,-1,12,1,-45,-45,5,156,-72,-19
-14,-10,0,38,6,-11,18,12,-18,-30,-17,11,20,20,-9,-49,-21,-2,-1,88,58,-5,-30,12,-7,13,-42,-24,10,3,31,15,12,-2,-1,-11,283,-8,35
-13,-27,0,-11,-18,8,15,44,10,-33,-9,24,34,33,-9,-25,-18,26,26,11,-1,14,4,24,-6,7,25,-32,-18,11,-2,-33,-27,-9,23,21,165,66,46
12,90,86,-10,5,-22,24,5,3,-31,4,12,14,-1,-9,15,10,48,3,-11,28,-22,-14,8,1,4,12,0,-5,10,-28,67,129,9,5,-1,183,-28,169
42,51,0,-19,-5,-17,16,24,-7,-41,-1,-10,32,-4,4,-14,-20,-6,-1,24,15,-18,-17,18,-20,2,27,-23,-15,26,2,14,45,24,-17,10,288,-17,152
-19,-10,65,28,-15,-18,1,11,47,-5,-7,25,21,10,5,-7,-6,6,-14,8,177,121,-24,14,-23,-9,129,18,-34,-11,11,18,22,-27,-22,10,156,-72,-19
-1,24,3,-2,-18,-21,-31,-11,-41,-10,7,14,-27,16,-3,-24,-13,-3,-11,30,-13,-45,-30,7,-10,16,19,-46,-32,26,-17,17,-30,2,-19,11,283,-8,36
38,22,-46,-32,23,19,35,9,47,-40,-7,12,23,-11,-5,0,27,1,-30,-37,18,20,5,49,11,-12,-57,-47,9,13,-2,-37,-16,-1,13,-10,165,66,46
14,70,98,28,4,-8,-9,-16,69,-34,-27,-16,4,2,-36,21,-19,-9,8,-14,40,40,1,-5,19,-6,-2,24,-8,8,17,79,110,22,7,-9,183,-29,169
-27,68,86,-14,-19,-4,1,5,11,-20,-14,-35,-28,-13,5,8,8,-11,-23,-43,-2,-17,28,14,10,23,69,-6,-5,21,25,4,14,-18,-20,-14,290,-17,154
7,3,26,-6,-16,6,10,13,70,29,21,-21,44,-7,35,34,-16,22,11,-4,206,140,2,-21,-52,-16,139,14,-18,-16,-7,-14,32,-15,-7,-17,156,-71,-18
-13,16,31,-24,-33,4,-2,29,26,8,5,17,19,27,17,-9,-20,-6,-16,20,13,-13,-8,-11,-14,35,14,-19,-13,-13,19,2,12,2,-4,10,286,-8,50
8,20,-5,-1,-2,9,-17,-9,22,-1,-18,-9,74,-7,18,9,-9,3,8,-7,2,15,1,22,-18,7,11,-5,-12,6,-9,-18,7,-3,-15,1,168,67,50
-38,94,99,-9,-13,2,10,28,-7,-36,-17,0,-15,10,9,-17,7,-10,7,19,6,-7,-17,9,3,26,19,12,-16,9,-13,96,73,-18,-1,-17,189,-27,158
14,27,7,-19,-18,8,-5,16,36,-2,-3,-4,-24,-25,-21,6,7,-4,-7,10,14,-8,20,25,2,36,27,3,2,0,-6,65,28,22,-14,-11,293,-16,160
-30,25,18,51,-20,-10,0,1,15,19,3,-10,-24,25,22,40,-27,8,-22,-3,205,133,-25,-3,4,9,164,59,6,-9,-22,10,-1,4,-4,-2,157,-71,-25
-1,1,16,2,9,7,-11,-27,30,-3,-19,4,-10,0,0,10,-7,7,21,21,38,13,-24,2,21,31,52,14,-19,-6,-47,68,-2,-1,12,18,296,-8,94
-11,7,12,4,4,-6,29,23,6,15,-30,-7,19,-18,30,22,-16,19,-28,32,21,-39,5,26,-9,23,-11,7,11,-5,-2,-14,-30,-13,-21,11,168,66,50
12,72,118,4,1,0,-51,2,49,-3,-13,18,-15,25,24,-8,-11,18,25,-2,41,-12,-28,-14,-42,48,23,-1,8,-17,-27,83,148,15,-16,11,189,-27,158
-7,44,54,15,-11,-2,-10,6,47,-11,-21,5,-16,-14,33,11,-36,2,-15,-9,25,26,-24,-30,-29,34,5,-34,11,4,6,21,50,-1,-33,9,293,-16,160
-2,-34,26,26,13,0,-21,27,13,25,10,14,-5,26,24,-1,-1,-8,11,23,147,126,-4,-7,-17,41,94,49,18,12,-6,23,14,-12,22,15,157,-71,-25
-10,28,4,-15,-6,-9,3,-9,-20,-12,6,-7,-9,26,-14,12,0,8,-21,12,-43,-4,-3,-3,-29,57,6,0,-23,21,-15,22,33,-1,13,14,296,-8,94
-11,28,-6,11,-18,-8,36,34,-19,-25,-7,-2,105,17,-24,11,1,0,90,33,5,2,7,30,-5,26,-6,13,29,12,-15,0,14,-26,-22,11,168,66,50
-40,81,69,2,8,6,0,3,-28,-22,2,29,20,48,19,0,-16,-1,-10,32,-16,5,15,-2,-14,14,10,-1,1,21,32,136,114,6,-4,6,189,-27,158
17,42,-55,13,8,0,-15,26,-20,-5,-20,-4,-13,14,-37,-24,6,0,-7,4,-13,-1,18,3,-29,21,2,11,-12,18,17,36,28,26,-25,13,293,-16,159
13,39,-25,1,-11,12,-15,38,8,-37,-15,11,22,33,8,28,-19,1,-11,-1,172,106,23,-3,-26,41,119,57,1,11,7,16,31,-11,-16,-3,157,-71,-25
6,32,-27,10,3,13,-12,27,-4,6,6,12,2,20,-10,20,-15,1,0,32,5,-11,14,-2,-19,45,-1,14,-17,0,22,30,-42,17,4,23,296,-8,94
15,33,7,-3,-9,-8,34,34,-8,24,-7,-5,58,68,-37,17,-9,29,55,41,-29,5,-23,35,-6,21,-30,-23,-14,-10,-4,25,-6,17,-8,1,168,66,50
8,97,50,39,-3,22,-22,32,-33,19,4,17,4,42,-91,18,-11,8,-6,38,12,9,-11,0,-17,42,-3,26,6,-9,-16,120,76,33,-1,1,189,-27,158
2,7,25,33,-21,11,-23,-6,-12,-6,7,-15,-8,-32,11,46,-28,13,45,-15,168,137,-9,-15,-11,1,144,43,4,13,-26,32,7,18,-15,16,156,-71,-26
14,-2,-26,-5,-16,7,-16,-14,14,-9,-2,-15,-35,24,-19,10,-5,-11,-23,26,-9,20,-1,-6,-9,29,-7,25,-10,-1,-8,34,20,4,3,-2,298,-7,109
-3,0,-17,-9,4,7,-18,-21,-22,-25,-4,7,52,13,9,20,22,27,33,-11,-12,-19,10,8,-16,-13,-12,-16,-4,-13,-9,18,-4,-5,9,13,171,67,53
-25,16,26,0,7,-19,-16,9,12,-3,-17,-13,-11,-16,-22,-13,2,16,-25,-21,2,-3,3,-26,-4,-11,7,28,11,-6,-14,-10,38,18,15,4,300,-15,167
-17,-27,12,26,3,-15,0,3,-11,-6,6,-12,-41,-10,56,84,-11,1,-51,-22,42,108,13,-19,-37,-5,30,4,4,14,-22,-6,-1,7,23,-6,150,-72,-30
-23,3,44,-4,-2,-9,29,-6,-43,-8,6,20,8,-15,-16,17,23,-12,11,-19,-28,-19,-1,-5,-40,-20,-1,12,-6,7,28,21,-2,-5,9,16,302,-6,150
-9,21,0,-10,-6,-10,-25,-11,-8,33,16,-5,3,-10,14,53,38,8,20,-29,28,30,35,27,-4,0,33,15,3,-2,-30,-32,-14,29,28,-20,171,67,53
-12,-8,18,-27,-3,13,-19,-41,29,-5,27,13,29,17,-1,27,-9,-4,0,-37,-15,-18,-4,-3,3,-22,-10,-26,-16,-1,-31,-61,-19,-3,25,1,300,-16,167
4,26,33,8,-16,21,-1,-12,-11,14,-3,10,-24,-23,-5,43,2,6,-6,1,130,122,16,-9,-3,-3,113,31,37,5,-3,-9,-1,0,-10,-6,147,-74,-33
-9,4,-2,-9,6,-5,-2,17,-29,34,28,-1,163,30,53,3,15,51,161,42,-10,15,0,53,25,15,-45,-5,-2,-19,20,-1,-17,3,5,5,171,67,54
11,40,-60,-17,18,4,14,-12,-29,2,9,21,0,-14,-19,-4,-15,9,50,24,-3,3,-29,15,23,13,-2,29,-19,22,32,54,39,28,15,-2,300,-15,167
26,23,37,22,10,11,-25,-12,9,34,13,-9,18,9,-7,45,24,2,-5,3,144,102,1,-9,-5,21,97,-1,19,-3,1,-22,1,7,1,-10,145,-74,-34
30,72,-3,7,-5,31,-12,1,-22,-21,-6,0,17,7,23,-18,-7,-12,2,-7,-9,-3,-3,-20,7,-1,-20,-5,-12,9,21,56,51,37,46,19,302,-7,149
1,58,37,14,-1,4,16,-20,-27,11,22,9,11,21,5,-1,30,-5,-15,-22,41,22,-1,-22,-1,-16,-4,21,19,30,33,84,51,7,28,31,202,-27,156
-48,69,44,29,19,-9,22,20,-24,-2,25,17,-9,-15,-11,5,18,14,3,26,26,-18,-19,-4,3,-18,-3,22,10,19,-33,37,48,19,4,-2,300,-16,167
7,-29,49,13,-11,-11,-6,-17,-3,-13,16,4,-37,4,2,79,36,17,-35,-34,138,115,29,19,10,9,52,-7,25,26,6,-22,-3,-17,7,17,142,-75,-36
-12,55,1,-5,16,-37,-25,-25,18,36,26,-40,-40,-47,12,40,41,-21,9,4,-4,14,0,-25,33,14,-12,-13,-11,-6,29,54,50,43,-3,-5,304,-6,77
19,0,-10,4,12,-3,-4,-8,17,22,15,7,0,-14,-11,29,16,5,-6,-6,1,11,8,8,-11,-17,-19,35,21,-15,-9,-22,8,36,3,2,175,66,56
12,61,70,6,-5,-14,34,-5,8,27,-6,-2,10,-20,4,37,-17,-10,13,-16,12,93,-9,-18,-24,21,80,78,22,-16,6,-45,-22,23,37,-14,214,-27,143
0,30,25,10,11,-27,-1,-3,17,14,14,-13,-13,3,20,20,32,7,-8,10,-15,22,-2,-23,-34,-12,-3,25,21,-11,-12,11,26,29,-2,-33,301,-15,67
-2,-14,15,42,1,22,11,7,-14,20,23,-9,-10,30,-2,63,22,14,22,2,107,135,14,-25,3,-1,83,44,21,-15,-12,-11,26,16,22,8,136,-77,-41
16,23,17,24,10,3,17,26,3,7,-4,-1,-18,10,-29,11,-17,-10,2,17,9,16,24,-13,-9,-7,20,-8,20,15,20,24,-22,19,5,8,310,-7,-144
